-4.76275e-05 0.075652 0.00323059 0.00615887 0.00323059 0.00615887  0.0943833     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0754701 0.00323059 0.00615887 0.00323059 0.00615887  0.0942014     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0752882 0.00323059 0.00615887 0.00323059 0.00615887  0.0940195     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0751063 0.00323059 0.00615887 0.00323059 0.00615887  0.0938376     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0749244 0.00323059 0.00615887 0.00323059 0.00615887  0.0936557     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0747425 0.00323059 0.00615887 0.00323059 0.00615887  0.0934738     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0745606 0.00323059 0.00615887 0.00323059 0.00615887  0.0932919     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0743787 0.00323059 0.00615887 0.00323059 0.00615887  0.09311     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0741969 0.00323059 0.00615887 0.00323059 0.00615887  0.0929282     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.074015 0.00323059 0.00615887 0.00323059 0.00615887  0.0927463     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.074015 0.00323059 0.00615887 0.00323059 0.00615887  0.0927463     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.074015 0.00323059 0.00615887 0.00323059 0.00615887  0.0927463     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0738317 0.00323059 0.00615887 0.00323059 0.00615887  0.092563     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0736485 0.00323059 0.00615887 0.00323059 0.00615887  0.0923798     SS 13608.7 --> 11090 R2 = 0.185086
-4.76275e-05 0.0734653 0.00323059 0.00615887 0.00323059 0.00615887  0.0921966     SS 13608.7 --> 11090 R2 = 0.185086
